PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
Andy Janovich	RB	DEN	@NYJ	-115	42.50	0.00	21.25	0.00	4500	10.0	2.2
Travis Benjamin	WR	LAC	OAK	-235	52.50	-5.50	29.00	0.00	4800	0.0	0.0
DeShone Kizer	QB	GB	@DET	0	0.00	0.00	0.00	0.00	6000	10.0	1.7
Brian Parker	TE	DEN	@NYJ	-115	42.50	0.00	21.25	0.00	4000	0.0	0.0
A.J. Derby	TE	MIA	@CIN	215	48.50	6.00	21.25	0.00	4400	0.0	0.0
Nick Bellore	RB	DET	GB	0	0.00	0.00	0.00	0.00	4500	10.0	2.2
Tommy Bohanon	RB	JAX	@KC	130	49.00	3.00	23.00	0.00	4500	0.0	0.0
Brandon Bolden	RB	MIA	@CIN	215	48.50	6.00	21.25	0.00	4700	0.0	0.0
Jawill Davis	WR	NYG	@CAR	225	43.50	6.00	18.75	0.00	4500	0.0	0.0
Taiwan Jones	RB	BUF	TEN	200	39.50	0.00	19.75	0.00	4500	10.0	2.2
Damion Ratley	WR	CLE	BAL	145	45.50	0.00	22.75	0.00	4500	0.0	0.0
David Moore	WR	SEA	LAR	270	50.00	0.00	25.00	0.00	4600	10.0	2.2
Damiere Byrd	WR	CAR	NYG	-275	43.50	-6.00	24.75	0.00	4500	0.0	0.0
David Fluellen	RB	TEN	@BUF	-250	39.50	0.00	19.75	0.00	4500	10.0	2.2
JoJo Natson	WR	LAR	@SEA	-340	50.00	0.00	25.00	0.00	4500	10.0	2.2
Sean Culkin	TE	LAC	OAK	-235	52.50	-5.50	29.00	0.00	4000	10.0	2.5
Tre Madden	RB	SEA	LAR	270	50.00	0.00	25.00	0.00	4500	10.0	2.2
Darius Jennings	WR	TEN	@BUF	-250	39.50	0.00	19.75	0.00	4500	10.0	2.2
Brandon Wilds	RB	JAX	@KC	130	49.00	3.00	23.00	0.00	4500	0.0	0.0
Jaylen Samuels	RB	PIT	ATL	-180	58.00	-3.00	30.50	0.00	4500	0.0	0.0
Brock Osweiler	QB	MIA	@CIN	215	48.50	6.00	21.25	0.00	6000	10.0	1.7
Nathan Peterman	QB	BUF	TEN	200	39.50	0.00	19.75	0.00	6000	10.0	1.7
Jaydon Mickens	WR	JAX	@KC	130	49.00	3.00	23.00	0.00	4500	10.0	2.2
Geno Smith	QB	LAC	OAK	-235	52.50	-5.50	29.00	0.00	6000	10.0	1.7
Josh Malone	WR	CIN	MIA	-265	48.50	-6.00	27.25	0.00	4500	12.7	2.8
Patrick DiMarco	RB	BUF	TEN	200	39.50	0.00	19.75	0.00	4500	10.0	2.2
Patrick Ricard	RB	BAL	@CLE	-170	45.50	0.00	22.75	0.00	4500	0.0	0.0
Tim White	WR	BAL	@CLE	-170	45.50	0.00	22.75	0.00	4500	0.0	0.0
Richie James	WR	SF	ARI	-195	40.00	-3.50	21.75	0.00	4500	0.0	0.0
Mason Schreck	TE	CIN	MIA	-265	48.50	-6.00	27.25	0.00	4000	10.0	2.5
Orson Charles	TE	CLE	BAL	145	45.50	0.00	22.75	0.00	4000	10.5	2.6
Brandon Zylstra	WR	MIN	@PHI	145	46.50	3.00	21.75	0.00	4500	10.0	2.2
Ricky Ortiz	RB	ATL	@PIT	150	58.00	3.00	27.50	0.00	4500	0.0	0.0
Seth DeValve	TE	CLE	BAL	145	45.50	0.00	22.75	0.00	4400	0.0	0.0
Chris Manhertz	TE	CAR	NYG	-275	43.50	-6.00	24.75	0.00	4100	10.0	2.4
Marcus Kemp	WR	KC	JAX	-150	49.00	-3.00	26.00	0.00	4500	10.5	2.3
Evan Engram	TE	NYG	@CAR	225	43.50	6.00	18.75	0.00	5500	0.0	0.0
Matt Schaub	QB	ATL	@PIT	150	58.00	3.00	27.50	0.00	6000	10.0	1.7
Brian Hill	RB	ATL	@PIT	150	58.00	3.00	27.50	0.00	4500	10.0	2.2
Derrick Coleman	RB	ARI	@SF	165	40.00	3.50	18.25	0.00	4500	0.0	0.0
Cole Wick	TE	SF	ARI	-195	40.00	-3.50	21.75	0.00	4000	10.0	2.5
Anthony Sherman	RB	KC	JAX	-150	49.00	-3.00	26.00	0.00	4500	10.0	2.2
Nick Williams	WR	TEN	@BUF	-250	39.50	0.00	19.75	0.00	4500	10.0	2.2
Sam Bradford	QB	ARI	@SF	165	40.00	3.50	18.25	0.00	6000	10.0	1.7
Scott Simonson	TE	NYG	@CAR	225	43.50	6.00	18.75	0.00	4000	10.0	2.5
John Ross	WR	CIN	MIA	-265	48.50	-6.00	27.25	0.00	5200	0.0	0.0
Keith Smith	RB	OAK	@LAC	190	52.50	5.50	23.50	0.00	4500	11.4	2.5
Robert Tonyan	TE	GB	@DET	0	0.00	0.00	0.00	0.00	4500	0.0	0.0
Blaine Gabbert	QB	TEN	@BUF	-250	39.50	0.00	19.75	0.00	6000	10.0	1.7
Giovani Bernard	RB	CIN	MIA	-265	48.50	-6.00	27.25	0.00	6900	0.0	0.0
Durham Smythe	TE	MIA	@CIN	215	48.50	6.00	21.25	0.00	4000	0.0	0.0
Charone Peake	WR	NYJ	DEN	-105	42.50	0.00	21.25	0.00	4500	0.0	0.0
MyCole Pruitt	TE	TEN	@BUF	-250	39.50	0.00	19.75	0.00	4000	10.0	2.5
Tyrod Taylor	QB	CLE	BAL	145	45.50	0.00	22.75	0.00	6000	10.0	1.7
Gabe Holmes	TE	ARI	@SF	165	40.00	3.50	18.25	0.00	4000	10.0	2.5
Eric Saubert	TE	ATL	@PIT	150	58.00	3.00	27.50	0.00	4000	10.0	2.5
Keenan Reynolds	WR	SEA	LAR	270	50.00	0.00	25.00	0.00	4500	10.0	2.2
Justin Davis	RB	LAR	@SEA	-340	50.00	0.00	25.00	0.00	4500	10.0	2.2
Darren Sproles	RB	PHI	MIN	-170	46.50	-3.00	24.75	0.00	5000	0.0	0.0
Cody Core	WR	CIN	MIA	-265	48.50	-6.00	27.25	0.00	4500	0.0	0.0
Dante Pettis	WR	SF	ARI	-195	40.00	-3.50	21.75	0.00	4600	0.0	0.0
Xavier Grimble	TE	PIT	ATL	-180	58.00	-3.00	30.50	0.00	4200	10.0	2.4
Khari Lee	TE	BUF	TEN	200	39.50	0.00	19.75	0.00	4000	10.0	2.5
Justin Jackson	RB	LAC	OAK	-235	52.50	-5.50	29.00	0.00	4500	10.0	2.2
Darius Jackson	RB	GB	@DET	0	0.00	0.00	0.00	0.00	4500	0.0	0.0
