PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
Brandon LaFell	WR	OAK	@LAC	190	52.50	5.50	23.50	0.00	4600	2.1	0.5
Geremy Davis	WR	LAC	OAK	-235	52.50	-5.50	29.00	0.00	4500	0.0	0.0
Roosevelt Nix	RB	PIT	ATL	-180	58.00	-3.00	30.50	0.00	4500	0.3	0.1
Trenton Cannon	RB	NYJ	DEN	-105	42.50	0.00	21.25	0.00	4500	0.3	0.1
Johnny Mundt	TE	LAR	@SEA	-340	50.00	0.00	25.00	0.00	4000	0.0	0.0
Elijhaa Penny	RB	NYG	@CAR	225	43.50	6.00	18.75	0.00	4500	0.5	0.1
Alex Ellis	TE	KC	JAX	-150	49.00	-3.00	26.00	0.00	4000	0.0	0.0
KhaDarel Hodge	WR	LAR	@SEA	-340	50.00	0.00	25.00	0.00	4500	0.0	0.0
Joshua Perkins	TE	PHI	MIN	-170	46.50	-3.00	24.75	0.00	4000	0.4	0.1
Andy Janovich	RB	DEN	@NYJ	-115	42.50	0.00	21.25	0.00	4500	0.6	0.1
Travis Benjamin	WR	LAC	OAK	-235	52.50	-5.50	29.00	0.00	4800	0.0	0.0
DeShone Kizer	QB	GB	@DET	0	0.00	0.00	0.00	0.00	6000	0.1	0.0
Brian Parker	TE	DEN	@NYJ	-115	42.50	0.00	21.25	0.00	4000	0.0	0.0
A.J. Derby	TE	MIA	@CIN	215	48.50	6.00	21.25	0.00	4400	0.0	0.0
Nick Bellore	RB	DET	GB	0	0.00	0.00	0.00	0.00	4500	0.0	0.0
Tommy Bohanon	RB	JAX	@KC	130	49.00	3.00	23.00	0.00	4500	0.1	0.0
Brandon Bolden	RB	MIA	@CIN	215	48.50	6.00	21.25	0.00	4700	0.0	0.0
Jawill Davis	WR	NYG	@CAR	225	43.50	6.00	18.75	0.00	4500	0.0	0.0
Taiwan Jones	RB	BUF	TEN	200	39.50	0.00	19.75	0.00	4500	0.0	0.0
Damion Ratley	WR	CLE	BAL	145	45.50	0.00	22.75	0.00	4500	0.0	0.0
David Moore	WR	SEA	LAR	270	50.00	0.00	25.00	0.00	4600	4.7	1.0
Damiere Byrd	WR	CAR	NYG	-275	43.50	-6.00	24.75	0.00	4500	0.0	0.0
David Fluellen	RB	TEN	@BUF	-250	39.50	0.00	19.75	0.00	4500	0.0	0.0
JoJo Natson	WR	LAR	@SEA	-340	50.00	0.00	25.00	0.00	4500	0.0	0.0
Sean Culkin	TE	LAC	OAK	-235	52.50	-5.50	29.00	0.00	4000	0.0	0.0
Tre Madden	RB	SEA	LAR	270	50.00	0.00	25.00	0.00	4500	0.4	0.1
Darius Jennings	WR	TEN	@BUF	-250	39.50	0.00	19.75	0.00	4500	0.4	0.1
Brandon Wilds	RB	JAX	@KC	130	49.00	3.00	23.00	0.00	4500	1.3	0.3
Jaylen Samuels	RB	PIT	ATL	-180	58.00	-3.00	30.50	0.00	4500	0.0	0.0
Brock Osweiler	QB	MIA	@CIN	215	48.50	6.00	21.25	0.00	6000	0.1	0.0
Nathan Peterman	QB	BUF	TEN	200	39.50	0.00	19.75	0.00	6000	0.1	0.0
Jaydon Mickens	WR	JAX	@KC	130	49.00	3.00	23.00	0.00	4500	0.2	0.1
Geno Smith	QB	LAC	OAK	-235	52.50	-5.50	29.00	0.00	6000	0.1	0.0
Josh Malone	WR	CIN	MIA	-265	48.50	-6.00	27.25	0.00	4500	0.7	0.2
Patrick DiMarco	RB	BUF	TEN	200	39.50	0.00	19.75	0.00	4500	0.2	0.1
Patrick Ricard	RB	BAL	@CLE	-170	45.50	0.00	22.75	0.00	4500	0.0	0.0
Tim White	WR	BAL	@CLE	-170	45.50	0.00	22.75	0.00	4500	0.0	0.0
Richie James	WR	SF	ARI	-195	40.00	-3.50	21.75	0.00	4500	0.0	0.0
Mason Schreck	TE	CIN	MIA	-265	48.50	-6.00	27.25	0.00	4000	1.4	0.3
Orson Charles	TE	CLE	BAL	145	45.50	0.00	22.75	0.00	4000	0.0	0.0
Brandon Zylstra	WR	MIN	@PHI	145	46.50	3.00	21.75	0.00	4500	0.0	0.0
Ricky Ortiz	RB	ATL	@PIT	150	58.00	3.00	27.50	0.00	4500	0.0	0.0
Seth DeValve	TE	CLE	BAL	145	45.50	0.00	22.75	0.00	4400	0.3	0.1
Chris Manhertz	TE	CAR	NYG	-275	43.50	-6.00	24.75	0.00	4100	2.1	0.5
Marcus Kemp	WR	KC	JAX	-150	49.00	-3.00	26.00	0.00	4500	0.0	0.0
Evan Engram	TE	NYG	@CAR	225	43.50	6.00	18.75	0.00	5500	0.0	0.0
Matt Schaub	QB	ATL	@PIT	150	58.00	3.00	27.50	0.00	6000	0.1	0.0
Brian Hill	RB	ATL	@PIT	150	58.00	3.00	27.50	0.00	4500	0.0	0.0
Derrick Coleman	RB	ARI	@SF	165	40.00	3.50	18.25	0.00	4500	0.6	0.1
Cole Wick	TE	SF	ARI	-195	40.00	-3.50	21.75	0.00	4000	0.0	0.0
Anthony Sherman	RB	KC	JAX	-150	49.00	-3.00	26.00	0.00	4500	0.6	0.1
Nick Williams	WR	TEN	@BUF	-250	39.50	0.00	19.75	0.00	4500	3.3	0.7
Sam Bradford	QB	ARI	@SF	165	40.00	3.50	18.25	0.00	6000	0.0	0.0
Scott Simonson	TE	NYG	@CAR	225	43.50	6.00	18.75	0.00	4000	2.8	0.7
John Ross	WR	CIN	MIA	-265	48.50	-6.00	27.25	0.00	5200	0.0	0.0
Keith Smith	RB	OAK	@LAC	190	52.50	5.50	23.50	0.00	4500	1.7	0.4
Robert Tonyan	TE	GB	@DET	0	0.00	0.00	0.00	0.00	4500	0.0	0.0
Blaine Gabbert	QB	TEN	@BUF	-250	39.50	0.00	19.75	0.00	6000	0.1	0.0
Giovani Bernard	RB	CIN	MIA	-265	48.50	-6.00	27.25	0.00	6900	0.0	0.0
Durham Smythe	TE	MIA	@CIN	215	48.50	6.00	21.25	0.00	4000	0.0	0.0
Charone Peake	WR	NYJ	DEN	-105	42.50	0.00	21.25	0.00	4500	0.0	0.0
MyCole Pruitt	TE	TEN	@BUF	-250	39.50	0.00	19.75	0.00	4000	0.0	0.0
Tyrod Taylor	QB	CLE	BAL	145	45.50	0.00	22.75	0.00	6000	0.1	0.0
Gabe Holmes	TE	ARI	@SF	165	40.00	3.50	18.25	0.00	4000	0.0	0.0
Eric Saubert	TE	ATL	@PIT	150	58.00	3.00	27.50	0.00	4000	0.4	0.1
Keenan Reynolds	WR	SEA	LAR	270	50.00	0.00	25.00	0.00	4500	0.0	0.0
Justin Davis	RB	LAR	@SEA	-340	50.00	0.00	25.00	0.00	4500	0.0	0.0
Darren Sproles	RB	PHI	MIN	-170	46.50	-3.00	24.75	0.00	5000	0.0	0.0
Cody Core	WR	CIN	MIA	-265	48.50	-6.00	27.25	0.00	4500	0.0	0.0
Dante Pettis	WR	SF	ARI	-195	40.00	-3.50	21.75	0.00	4600	0.0	0.0
Xavier Grimble	TE	PIT	ATL	-180	58.00	-3.00	30.50	0.00	4200	0.4	0.1
Khari Lee	TE	BUF	TEN	200	39.50	0.00	19.75	0.00	4000	2.4	0.6
Justin Jackson	RB	LAC	OAK	-235	52.50	-5.50	29.00	0.00	4500	0.0	0.0
Darius Jackson	RB	GB	@DET	0	0.00	0.00	0.00	0.00	4500	0.0	0.0
