PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
Marcus Kemp	UT	KC	@DEN	-190	53.50	0.00	26.75	0.00	200	0.0	0.0
Evan Engram	UT	NYG	NO	150	52.00	0.00	26.00	0.00	200	0.0	0.0
Brian Hoyer	UT	NE	MIA	-305	50.50	-6.50	28.50	0.00	6800	0.1	0.0
Marlon Mack	UT	IND	HOU	100	48.50	0.00	24.25	0.00	2200	5.9	2.7
Anthony Sherman	UT	KC	@DEN	-190	53.50	0.00	26.75	0.00	200	0.5	2.3
Jake Butt	UT	DEN	KC	160	53.50	0.00	26.75	0.00	200	0.0	0.0
Josiah Price	UT	MIN	@LAR	270	49.00	7.00	21.00	0.00	200	0.0	0.0
Mark Ingram	UT	NO	@NYG	-180	52.00	0.00	26.00	0.00	200	0.0	0.0
Teddy Bridgewater	UT	NO	@NYG	-180	52.00	0.00	26.00	0.00	7000	0.1	0.0
Cody Hollister	UT	NE	MIA	-305	50.50	-6.50	28.50	0.00	200	0.0	0.0
Jordan Taylor	UT	DEN	KC	160	53.50	0.00	26.75	0.00	200	0.0	0.0
Kyle Lauletta	UT	NYG	NO	150	52.00	0.00	26.00	0.00	6400	0.0	0.0
Sean Mannion	UT	LAR	MIN	-340	49.00	-7.00	28.00	0.00	5400	0.1	0.0
Eli Rogers	UT	PIT	BAL	-170	51.50	-3.00	27.25	0.00	200	0.0	0.0
Mason Rudolph	UT	PIT	BAL	-170	51.50	-3.00	27.25	0.00	6400	0.0	0.0
Chad Kelly	UT	DEN	KC	160	53.50	0.00	26.75	0.00	6400	0.1	0.0
Robert Griffin	UT	BAL	@PIT	145	51.50	3.00	24.25	0.00	6400	0.0	0.0
Jordan Lasley	UT	BAL	@PIT	145	51.50	3.00	24.25	0.00	200	0.0	0.0
Julian Edelman	UT	NE	MIA	-305	50.50	-6.50	28.50	0.00	7400	0.0	0.0
Garrett Dickerson	UT	NYG	NO	150	52.00	0.00	26.00	0.00	200	0.0	0.0
Joshua Dobbs	UT	PIT	BAL	-170	51.50	-3.00	27.25	0.00	6400	0.1	0.0
Trevor Siemian	UT	MIN	@LAR	270	49.00	7.00	21.00	0.00	5400	0.1	0.0
Chad Henne	UT	KC	@DEN	-190	53.50	0.00	26.75	0.00	6400	0.1	0.0
Quincy Adeboyejo	UT	BAL	@PIT	145	51.50	3.00	24.25	0.00	200	0.0	0.0
John Kelly	UT	LAR	MIN	-340	49.00	-7.00	28.00	0.00	1000	0.0	0.0
Hayden Hurst	UT	BAL	@PIT	145	51.50	3.00	24.25	0.00	1600	0.0	0.0
Le'Veon Bell	UT	PIT	BAL	-170	51.50	-3.00	27.25	0.00	6400	0.0	0.0
Jaleel Scott	UT	BAL	@PIT	145	51.50	3.00	24.25	0.00	200	0.0	0.0
Darrel Williams	UT	KC	@DEN	-190	53.50	0.00	26.75	0.00	200	0.0	0.0
Dan Arnold	UT	NO	@NYG	-180	52.00	0.00	26.00	0.00	200	0.0	0.0
Braxton Berrios	UT	NE	MIA	-305	50.50	-6.50	28.50	0.00	200	0.0	0.0
Robert Turbin	UT	IND	HOU	100	48.50	0.00	24.25	0.00	800	0.0	0.0
