PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
Jordan Matthews	WR	PHI	MIN	-190	48.00	-3.50	25.75	9.18	3500	14.9	4.3
Christian Kirk	WR	ARI	@SF	140	40.50	3.00	18.75	6.68	3700	21.4	5.8
George Kittle	TE	SF	ARI	-165	40.50	-3.00	21.75	6.37	5400	23.5	4.3
Pierre Garcon	WR	SF	ARI	-165	40.50	-3.00	21.75	2.68	4300	18.5	4.3
Brandon Marshall	WR	SEA	LAR	275	50.50	0.00	25.25	3.31	3800	18.9	5.0
Wendell Smallwood	RB	PHI	MIN	-190	48.00	-3.50	25.75	6.68	3500	13.5	3.8
Latavius Murray	RB	MIN	@PHI	160	48.00	3.50	22.25	6.26	4500	13.4	3.0
Jalen Richard	RB	OAK	@LAC	190	51.50	5.00	23.25	21.45	3400	11.2	3.3
Alfred Morris	RB	SF	ARI	-165	40.50	-3.00	21.75	2.68	3600	16.2	4.5
Jaron Brown	WR	SEA	LAR	275	50.50	0.00	25.25	2.46	3500	13.0	3.7
Los Angeles Rams	D	LAR	@SEA	275	50.50	0.00	25.25	0.00	3800	5.8	1.5
Martavis Bryant	WR	OAK	@LAC	190	51.50	5.00	23.25	12.11	3400	16.7	4.9
Aldrick Robinson	WR	MIN	@PHI	160	48.00	3.50	22.25	5.61	3300	13.3	4.0
Philadelphia Eagles	D	PHI	MIN	160	48.00	3.50	22.25	0.00	2600	6.1	2.3
Nick Vannett	TE	SEA	LAR	275	50.50	0.00	25.25	6.58	2500	18.2	7.3
San Francisco 49ers	D	SF	ARI	140	40.50	3.00	18.75	0.00	3000	5.6	1.9
Los Angeles Chargers	D	LAC	OAK	190	51.50	5.00	23.25	0.00	3100	0.0	0.0
Ricky Seals-Jones	TE	ARI	@SF	140	40.50	3.00	18.75	5.63	2900	20.5	7.1
Dallas Goedert	TE	PHI	MIN	-190	48.00	-3.50	25.75	6.81	2700	14.7	5.4
Arizona Cardinals	D	ARI	@SF	-165	40.50	-3.00	21.75	0.00	2900	9.1	3.1
Corey Clement	RB	PHI	MIN	-190	48.00	-3.50	25.75	1.48	4500	10.0	2.2
Kendrick Bourne	WR	SF	ARI	-165	40.50	-3.00	21.75	0.90	3200	12.9	4.0
Trent Taylor	WR	SF	ARI	-165	40.50	-3.00	21.75	0.81	3400	16.9	5.0
Antonio Gates	TE	LAC	OAK	-235	51.50	-5.00	28.25	13.97	2800	15.2	5.4
Chad Williams	WR	ARI	@SF	140	40.50	3.00	18.75	1.78	3000	10.0	3.3
Minnesota Vikings	D	MIN	@PHI	-190	48.00	-3.50	25.75	0.00	2300	6.2	2.7
Laquon Treadwell	WR	MIN	@PHI	160	48.00	3.50	22.25	1.92	3300	15.7	4.8
Tyler Higbee	TE	LAR	@SEA	-345	50.50	0.00	25.25	2.64	2500	11.9	4.8
Seattle Seahawks	D	SEA	LAR	-345	50.50	0.00	25.25	0.00	2100	5.7	2.7
Mike Davis	RB	SEA	LAR	275	50.50	0.00	25.25	0.60	3500	12.4	3.6
Doug Martin	RB	OAK	@LAC	190	51.50	5.00	23.25	3.96	3700	13.3	3.6
Oakland Raiders	D	OAK	@LAC	-235	51.50	-5.00	28.25	0.00	2000	5.2	2.6
Malcolm Brown	RB	LAR	@SEA	-345	50.50	0.00	25.25	0.12	4300	12.9	3.0
Virgil Green	TE	LAC	OAK	-235	51.50	-5.00	28.25	8.39	2500	13.5	5.4
Rashaad Penny	RB	SEA	LAR	275	50.50	0.00	25.25	0.24	3600	13.1	3.6
Chase Edmonds	RB	ARI	@SF	140	40.50	3.00	18.75	0.47	4300	12.8	3.0
Josh Reynolds	WR	LAR	@SEA	-345	50.50	0.00	25.25	0.05	3000	10.0	3.3
Kyle Juszczyk	RB	SF	ARI	-165	40.50	-3.00	21.75	0.14	3100	10.0	3.2
Seth Roberts	WR	OAK	@LAC	190	51.50	5.00	23.25	1.60	3200	13.5	4.2
J.J. Nelson	WR	ARI	@SF	140	40.50	3.00	18.75	0.13	3000	10.0	3.3
Gerald Everett	TE	LAR	@SEA	-345	50.50	0.00	25.25	0.46	2500	12.0	4.8
Garrett Celek	TE	SF	ARI	-165	40.50	-3.00	21.75	0.52	2500	11.4	4.6
Jermaine Gresham	TE	ARI	@SF	140	40.50	3.00	18.75	1.03	2500	0.0	0.0
David Morgan	TE	MIN	@PHI	160	48.00	3.50	22.25	1.70	2500	10.0	4.0
Josh Adams	RB	PHI	MIN	-190	48.00	-3.50	25.75	0.12	3000	0.0	0.0
Derek Carrier	TE	OAK	@LAC	190	51.50	5.00	23.25	2.98	2500	11.1	4.4
C.J. Ham	RB	MIN	@PHI	160	48.00	3.50	22.25	0.26	3000	10.0	3.3
Kamar Aiken	WR	PHI	MIN	-190	48.00	-3.50	25.75	0.07	3000	10.8	3.6
Shelton Gibson	WR	PHI	MIN	-190	48.00	-3.50	25.75	0.06	3000	10.0	3.3
DeAndre Carter	WR	PHI	MIN	-190	48.00	-3.50	25.75	0.05	3000	0.0	0.0
John Kelly	RB	LAR	@SEA	-345	50.50	0.00	25.25	0.01	4000	10.0	2.5
Raheem Mostert	RB	SF	ARI	-165	40.50	-3.00	21.75	0.00	3000	10.0	3.3
C.J. Prosise	RB	SEA	LAR	275	50.50	0.00	25.25	0.01	3000	10.0	3.3
Tyler Conklin	TE	MIN	@PHI	160	48.00	3.50	22.25	0.59	2500	10.0	4.0
Mike Boone	RB	MIN	@PHI	160	48.00	3.50	22.25	0.09	3000	10.0	3.3
Nick Foles	QB	PHI	MIN	-190	48.00	-3.50	25.75	0.00	4500	10.0	2.2
J.J. Jones	WR	LAC	OAK	-235	51.50	-5.00	28.25	0.00	3000	0.0	0.0
Derek Watt	RB	LAC	OAK	-235	51.50	-5.00	28.25	0.00	3000	10.0	3.3
Lee Smith	TE	OAK	@LAC	190	51.50	5.00	23.25	0.00	2500	10.0	4.0
Artavis Scott	WR	LAC	OAK	-235	51.50	-5.00	28.25	0.00	3000	0.0	0.0
Kyle Sloter	QB	MIN	@PHI	160	48.00	3.50	22.25	0.00	4000	10.0	2.5
Tyler Ott	TE	SEA	LAR	275	50.50	0.00	25.25	0.00	2500	0.0	0.0
Roc Thomas	RB	MIN	@PHI	160	48.00	3.50	22.25	0.00	3000	0.0	0.0
Will Dissly	TE	SEA	LAR	275	50.50	0.00	25.25	0.00	2500	0.0	0.0
T.J. Logan	RB	ARI	@SF	140	40.50	3.00	18.75	0.00	3500	10.0	2.9
Kevin McDermott	TE	MIN	@PHI	160	48.00	3.50	22.25	0.00	2500	0.0	0.0
Geremy Davis	WR	LAC	OAK	-235	51.50	-5.00	28.25	0.00	3000	0.0	0.0
Trent Sherfield	WR	ARI	@SF	140	40.50	3.00	18.75	0.00	3000	0.0	0.0
Brandon LaFell	WR	OAK	@LAC	190	51.50	5.00	23.25	0.00	3000	10.0	3.3
AJ McCarron	QB	OAK	@LAC	190	51.50	5.00	23.25	0.00	4300	0.0	0.0
Nick Mullens	QB	SF	ARI	-165	40.50	-3.00	21.75	0.00	4500	0.0	0.0
Richard Rodgers	TE	PHI	MIN	-190	48.00	-3.50	25.75	0.00	2500	0.0	0.0
DeAndre Washington	RB	OAK	@LAC	190	51.50	5.00	23.25	0.00	3000	10.0	3.3
Victor Bolden	WR	SF	ARI	-165	40.50	-3.00	21.75	0.00	3000	0.0	0.0
Mike Glennon	QB	ARI	@SF	140	40.50	3.00	18.75	0.00	4300	10.0	2.3
Dwayne Harris	WR	OAK	@LAC	190	51.50	5.00	23.25	0.00	3000	10.0	3.3
Trevor Siemian	QB	MIN	@PHI	160	48.00	3.50	22.25	0.00	4400	10.0	2.3
Nate Sudfeld	QB	PHI	MIN	-190	48.00	-3.50	25.75	0.00	4000	10.0	2.5
Hunter Henry	TE	LAC	OAK	-235	51.50	-5.00	28.25	0.00	2500	0.0	0.0
Ed Dickson	TE	SEA	LAR	275	50.50	0.00	25.25	0.00	2800	0.0	0.0
Mack Hollins	WR	PHI	MIN	-190	48.00	-3.50	25.75	0.00	3000	0.0	0.0
Josiah Price	TE	MIN	@PHI	160	48.00	3.50	22.25	0.00	2500	0.0	0.0
Brett Hundley	QB	SEA	LAR	275	50.50	0.00	25.25	0.00	4300	10.0	2.3
J.D. McKissic	RB	SEA	LAR	275	50.50	0.00	25.25	0.00	3000	0.0	0.0
Sean Mannion	QB	LAR	@SEA	-345	50.50	0.00	25.25	0.00	4400	10.0	2.3
Brandon Zylstra	WR	MIN	@PHI	160	48.00	3.50	22.25	0.00	3000	10.0	3.3
Richie James	WR	SF	ARI	-165	40.50	-3.00	21.75	0.00	3000	0.0	0.0
KhaDarel Hodge	WR	LAR	@SEA	-345	50.50	0.00	25.25	0.00	3000	0.0	0.0
Joshua Perkins	TE	PHI	MIN	-190	48.00	-3.50	25.75	0.00	2500	12.0	4.8
Travis Benjamin	WR	LAC	OAK	-235	51.50	-5.00	28.25	0.00	3500	0.0	0.0
Johnny Mundt	TE	LAR	@SEA	-345	50.50	0.00	25.25	0.00	2500	10.0	4.0
Mike Wallace	WR	PHI	MIN	-190	48.00	-3.50	25.75	0.00	3000	0.0	0.0
Sean Culkin	TE	LAC	OAK	-235	51.50	-5.00	28.25	0.00	2500	10.0	4.0
JoJo Natson	WR	LAR	@SEA	-345	50.50	0.00	25.25	0.00	3000	10.0	3.3
David Moore	WR	SEA	LAR	275	50.50	0.00	25.25	0.00	3000	10.0	3.3
Sam Bradford	QB	ARI	@SF	140	40.50	3.00	18.75	0.00	4500	10.0	2.2
Keith Smith	RB	OAK	@LAC	190	51.50	5.00	23.25	0.00	3000	11.4	3.8
Derrick Coleman	RB	ARI	@SF	140	40.50	3.00	18.75	0.00	3000	0.0	0.0
Cole Wick	TE	SF	ARI	-165	40.50	-3.00	21.75	0.00	2500	10.0	4.0
Dante Pettis	WR	SF	ARI	-165	40.50	-3.00	21.75	0.00	3500	0.0	0.0
Justin Davis	RB	LAR	@SEA	-345	50.50	0.00	25.25	0.00	3000	10.0	3.3
Darren Sproles	RB	PHI	MIN	-190	48.00	-3.50	25.75	0.00	4400	0.0	0.0
Geno Smith	QB	LAC	OAK	-235	51.50	-5.00	28.25	0.00	4300	10.0	2.3
Gabe Holmes	TE	ARI	@SF	140	40.50	3.00	18.75	0.00	2500	10.0	4.0
Tre Madden	RB	SEA	LAR	275	50.50	0.00	25.25	0.00	3000	10.0	3.3
Kyle Nelson	TE	SF	ARI	-165	40.50	-3.00	21.75	0.00	2500	0.0	0.0
Keenan Reynolds	WR	SEA	LAR	275	50.50	0.00	25.25	0.00	3000	10.0	3.3
Justin Jackson	RB	LAC	OAK	-235	51.50	-5.00	28.25	0.00	3000	10.0	3.3
