PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
Marvin Jones	WR	DET	@MIA	-160	46.50	-3.00	24.75	3.93	4900	11.0	2.2
Adrian Peterson	RB	WAS	DAL	-120	41.50	-1.00	21.25	2.12	4600	10.4	2.3
Bilal Powell	RB	NYJ	MIN	165	46.00	3.50	21.25	1.75	4200	11.1	2.6
Nick Chubb	RB	CLE	@TB	165	51.50	3.50	24.00	27.04	3600	2.0	0.6
Derek Anderson	QB	BUF	@IND	265	43.00	7.50	17.75	1.51	4300	0.0	0.0
Devin Funchess	WR	CAR	@PHI	185	44.50	4.50	20.00	4.57	5300	12.5	2.3
Duke Johnson	RB	CLE	@TB	165	51.50	3.50	24.00	22.71	4000	7.8	1.9
Taylor Gabriel	WR	CHI	NE	130	48.50	2.50	23.00	5.69	4700	11.8	2.5
Jordan Reed	TE	WAS	DAL	-120	41.50	-1.00	21.25	3.17	4800	8.6	1.8
Peyton Barber	RB	TB	CLE	-195	51.50	-3.50	27.50	18.72	3800	11.3	3.0
Cole Beasley	WR	DAL	@WAS	100	41.50	1.00	20.25	4.14	3900	8.2	2.1
Kyle Rudolph	TE	MIN	@NYJ	-195	46.00	-3.50	24.75	4.36	3900	9.2	2.4
David Njoku	TE	CLE	@TB	165	51.50	3.50	24.00	9.32	4200	11.9	2.8
Trey Burton	TE	CHI	NE	130	48.50	2.50	23.00	5.17	4300	7.3	1.7
Kenyan Drake	RB	MIA	DET	135	46.50	3.00	21.75	3.25	4900	10.6	2.2
Wendell Smallwood	RB	PHI	CAR	-225	44.50	-4.50	24.50	5.48	4100	8.5	2.1
Keelan Cole	WR	JAX	HOU	-210	41.00	-4.50	22.75	4.02	4600	12.3	2.7
Dede Westbrook	WR	JAX	HOU	-210	41.00	-4.50	22.75	3.84	4800	10.9	2.3
Josh Gordon	WR	NE	@CHI	-150	48.50	-2.50	25.50	3.01	5600	11.0	2.0
John Brown	WR	BAL	NO	-145	49.50	-2.50	26.00	7.44	5700	9.4	1.6
Marlon Mack	RB	IND	BUF	-330	43.00	-7.50	25.25	7.94	4400	10.7	2.4
Albert Wilson	WR	MIA	DET	135	46.50	3.00	21.75	4.05	4000	8.6	2.1
Nelson Agholor	WR	PHI	CAR	-225	44.50	-4.50	24.50	4.61	5000	12.2	2.4
Antonio Callaway	WR	CLE	@TB	165	51.50	3.50	24.00	15.26	4300	9.8	2.3
O.J. Howard	TE	TB	CLE	-195	51.50	-3.50	27.50	8.44	3600	9.1	2.5
Paul Richardson	WR	WAS	DAL	-120	41.50	-1.00	21.25	2.09	4200	8.8	2.1
Corey Clement	RB	PHI	CAR	-225	44.50	-4.50	24.50	3.74	4700	11.9	2.5
Kenny Stills	WR	MIA	DET	135	46.50	3.00	21.75	3.21	4400	8.7	2.0
Donte Moncrief	WR	JAX	HOU	-210	41.00	-4.50	22.75	3.65	4100	9.9	2.4
Will Fuller	WR	HOU	@JAX	175	41.00	4.50	18.25	2.28	5500	10.9	2.0
Chris Godwin	WR	TB	CLE	-195	51.50	-3.50	27.50	10.97	4600	6.7	1.5
Anthony Miller	WR	CHI	NE	130	48.50	2.50	23.00	5.76	3400	7.7	2.3
Josh Doctson	WR	WAS	DAL	-120	41.50	-1.00	21.25	2.06	3600	7.2	2.0
Cameron Meredith	WR	NO	@BAL	125	49.50	2.50	23.50	6.33	3800	8.1	2.1
Lamar Miller	RB	HOU	@JAX	175	41.00	4.50	18.25	1.81	4200	13.5	3.2
Jacksonville Jaguars	D	JAX	HOU	175	41.00	4.50	18.25	0.00	3600	10.2	2.8
Pierre Garcon	WR	SF	LAR	350	52.00	9.50	21.25	1.62	4500	7.9	1.8
Marquise Goodwin	WR	SF	LAR	350	52.00	9.50	21.25	1.57	4600	9.5	2.1
Robby Anderson	WR	NYJ	MIN	165	46.00	3.50	21.25	0.85	4500	9.4	2.1
Isaiah Crowell	RB	NYJ	MIN	165	46.00	3.50	21.25	0.51	4400	8.3	1.9
D.J. Moore	WR	CAR	@PHI	185	44.50	4.50	20.00	2.97	3900	6.9	1.8
Chris Hogan	WR	NE	@CHI	-150	48.50	-2.50	25.50	2.47	3800	6.2	1.6
Jermaine Kearse	WR	NYJ	MIN	165	46.00	3.50	21.25	0.84	4100	11.2	2.7
Indianapolis Colts	D	IND	BUF	265	43.00	7.50	17.75	0.00	3300	7.0	2.1
Damion Ratley	WR	CLE	@TB	165	51.50	3.50	24.00	11.41	3600	8.9	2.5
Los Angeles Rams	D	LAR	@SF	350	52.00	9.50	21.25	0.00	3500	8.9	2.5
Philadelphia Eagles	D	PHI	CAR	185	44.50	4.50	20.00	0.00	2600	7.1	2.7
Chester Rogers	WR	IND	BUF	-330	43.00	-7.50	25.25	4.08	4700	10.7	2.3
Keke Coutee	WR	HOU	@JAX	175	41.00	4.50	18.25	1.46	4300	11.9	2.8
Nyheim Hines	RB	IND	BUF	-330	43.00	-7.50	25.25	4.08	4300	10.9	2.5
Frank Gore	RB	MIA	DET	135	46.50	3.00	21.75	1.91	3800	6.9	1.8
Ben Watson	TE	NO	@BAL	125	49.50	2.50	23.50	4.50	3000	7.3	2.4
Minnesota Vikings	D	MIN	@NYJ	165	46.00	3.50	21.25	0.00	3400	7.4	2.2
Detroit Lions	D	DET	@MIA	135	46.50	3.00	21.75	0.00	2400	6.4	2.7
Houston Texans	D	HOU	@JAX	-210	41.00	-4.50	22.75	0.00	2800	6.4	2.3
Tre'Quan Smith	WR	NO	@BAL	125	49.50	2.50	23.50	3.12	3700	6.8	1.8
Washington Redskins	D	WAS	DAL	100	41.50	1.00	20.25	0.00	2900	6.7	2.3
Chicago Bears	D	CHI	NE	-150	48.50	-2.50	25.50	0.00	2500	7.1	2.8
Nick O'Leary	TE	MIA	DET	135	46.50	3.00	21.75	2.53	2600	0.0	0.0
Maurice Harris	WR	WAS	DAL	-120	41.50	-1.00	21.25	0.72	3000	1.0	0.3
Baltimore Ravens	D	BAL	NO	125	49.50	2.50	23.50	0.00	2400	5.3	2.2
Cameron Brate	TE	TB	CLE	-195	51.50	-3.50	27.50	4.74	3100	6.6	2.1
Raheem Mostert	RB	SF	LAR	350	52.00	9.50	21.25	0.80	3300	3.0	0.9
Torrey Smith	WR	CAR	@PHI	185	44.50	4.50	20.00	1.49	3600	5.5	1.5
New England Patriots	D	NE	@CHI	130	48.50	2.50	23.00	0.00	2400	7.3	3.0
Dallas Goedert	TE	PHI	CAR	-225	44.50	-4.50	24.50	3.00	2600	3.6	1.4
Tampa Bay Buccaneers	D	TB	CLE	165	51.50	3.50	24.00	0.00	2300	7.0	3.1
Charles Clay	TE	BUF	@IND	265	43.00	7.50	17.75	3.96	2800	7.0	2.5
Miami Dolphins	D	MIA	DET	-160	46.50	-3.00	24.75	0.00	2500	5.5	2.2
Trent Taylor	WR	SF	LAR	350	52.00	9.50	21.25	0.63	4100	5.7	1.4
Carolina Panthers	D	CAR	@PHI	-225	44.50	-4.50	24.50	0.00	2200	5.4	2.5
Cleveland Browns	D	CLE	@TB	-195	51.50	-3.50	27.50	0.00	2400	6.0	2.5
New York Jets	D	NYJ	MIN	-195	46.00	-3.50	24.75	0.00	2100	6.2	2.9
New Orleans Saints	D	NO	@BAL	-145	49.50	-2.50	26.00	0.00	2200	5.9	2.7
Zay Jones	WR	BUF	@IND	265	43.00	7.50	17.75	3.20	3700	7.1	1.9
Dallas Cowboys	D	DAL	@WAS	-120	41.50	-1.00	21.25	0.00	2700	5.6	2.1
Buffalo Bills	D	BUF	@IND	-330	43.00	-7.50	25.25	0.00	2300	5.5	2.4
Geoff Swaim	TE	DAL	@WAS	100	41.50	1.00	20.25	1.52	2900	6.1	2.1
Danny Amendola	WR	MIA	DET	135	46.50	3.00	21.75	0.77	3900	8.0	2.0
Allen Hurns	WR	DAL	@WAS	100	41.50	1.00	20.25	0.59	3400	5.8	1.7
Hayden Hurst	TE	BAL	NO	-145	49.50	-2.50	26.00	3.34	2600	4.5	1.7
Adam Humphries	WR	TB	CLE	-195	51.50	-3.50	27.50	4.32	3500	6.1	1.7
Kelvin Benjamin	WR	BUF	@IND	265	43.00	7.50	17.75	2.59	3500	8.7	2.5
Laquon Treadwell	WR	MIN	@NYJ	-195	46.00	-3.50	24.75	0.52	3500	7.2	2.1
Jordan Akins	TE	HOU	@JAX	175	41.00	4.50	18.25	1.56	2500	2.6	1.0
DeVante Parker	WR	MIA	DET	135	46.50	3.00	21.75	0.73	3100	5.8	1.9
David Grinnage	TE	JAX	HOU	-210	41.00	-4.50	22.75	1.78	2500	0.0	0.0
Curtis Samuel	WR	CAR	@PHI	185	44.50	4.50	20.00	0.83	3700	2.3	0.6
Vernon Davis	TE	WAS	DAL	-120	41.50	-1.00	21.25	0.79	3200	4.1	1.3
Josh Reynolds	WR	LAR	@SF	-450	52.00	-9.50	30.75	0.39	3500	9.1	2.6
Chris Herndon	TE	NYJ	MIN	165	46.00	3.50	21.25	0.62	2600	3.4	1.3
Mark Andrews	TE	BAL	NO	-145	49.50	-2.50	26.00	2.46	2600	7.2	2.8
Phillip Dorsett	WR	NE	@CHI	-150	48.50	-2.50	25.50	0.46	3700	1.1	0.3
Kendrick Bourne	WR	SF	LAR	350	52.00	9.50	21.25	0.26	3500	3.3	0.9
Michael Gallup	WR	DAL	@WAS	100	41.50	1.00	20.25	0.30	3500	5.8	1.7
Chris Ivory	RB	BUF	@IND	265	43.00	7.50	17.75	1.84	3800	7.3	1.9
C.J. Anderson	RB	CAR	@PHI	185	44.50	4.50	20.00	0.40	3500	4.1	1.2
Jordan Matthews	WR	PHI	CAR	-225	44.50	-4.50	24.50	0.66	3300	3.0	0.9
Roc Thomas	RB	MIN	@NYJ	-195	46.00	-3.50	24.75	0.28	3100	1.0	0.3
San Francisco 49ers	D	SF	LAR	-450	52.00	-9.50	30.75	0.00	2000	5.3	2.6
Charone Peake	WR	NYJ	MIN	165	46.00	3.50	21.25	0.07	3000	3.9	1.3
A.J. Derby	TE	MIA	DET	135	46.50	3.00	21.75	0.95	2500	1.9	0.8
Neal Sterling	TE	NYJ	MIN	165	46.00	3.50	21.25	0.39	2500	3.8	1.5
LeGarrette Blount	RB	DET	@MIA	-160	46.50	-3.00	24.75	0.23	3700	4.3	1.2
Tyler Higbee	TE	LAR	@SF	-450	52.00	-9.50	30.75	0.66	2700	2.6	1.0
Erik Swoope	TE	IND	BUF	-330	43.00	-7.50	25.25	1.77	2500	3.9	1.6
Zach Pascal	WR	IND	BUF	-330	43.00	-7.50	25.25	1.08	3600	2.0	0.6
Gerald Everett	TE	LAR	@SF	-450	52.00	-9.50	30.75	0.61	2700	5.2	1.9
Deonte Thompson	WR	DAL	@WAS	100	41.50	1.00	20.25	0.16	3400	4.9	1.5
Mike Gesicki	TE	MIA	DET	135	46.50	3.00	21.75	0.74	2600	4.5	1.7
Ameer Abdullah	RB	DET	@MIA	-160	46.50	-3.00	24.75	0.22	3000	0.0	0.0
Kapri Bibbs	RB	WAS	DAL	-120	41.50	-1.00	21.25	0.06	3100	1.4	0.4
Maxx Williams	TE	BAL	NO	-145	49.50	-2.50	26.00	1.68	2500	0.0	0.0
Jarius Wright	WR	CAR	@PHI	185	44.50	4.50	20.00	0.35	3300	3.7	1.1
Kyle Juszczyk	RB	SF	LAR	350	52.00	9.50	21.25	0.10	3900	6.9	1.8
Jakeem Grant	WR	MIA	DET	135	46.50	3.00	21.75	0.21	3500	3.5	1.0
Austin Carr	WR	NO	@BAL	125	49.50	2.50	23.50	0.85	3000	0.0	0.0
Kenjon Barner	RB	NE	@CHI	-150	48.50	-2.50	25.50	0.20	3000	0.0	0.0
Rico Gathers	TE	DAL	@WAS	100	41.50	1.00	20.25	0.43	2500	2.5	1.0
Brice Butler	WR	DAL	@WAS	100	41.50	1.00	20.25	0.10	3000	2.2	0.7
Andre Holmes	WR	BUF	@IND	265	43.00	7.50	17.75	0.96	3100	5.3	1.7
Ronald Jones II	RB	TB	CLE	-195	51.50	-3.50	27.50	1.63	3900	6.9	1.8
Breshad Perriman	WR	CLE	@TB	165	51.50	3.50	24.00	2.26	3000	0.0	0.0
Luke Willson	TE	DET	@MIA	-160	46.50	-3.00	24.75	0.46	2500	4.5	1.8
Jordan Thomas	TE	HOU	@JAX	175	41.00	4.50	18.25	0.45	2500	1.3	0.5
Jamaal Charles	RB	JAX	HOU	-210	41.00	-4.50	22.75	0.17	3000	6.8	2.3
Nick Boyle	TE	BAL	NO	-145	49.50	-2.50	26.00	1.30	2500	6.2	2.5
Alfred Blue	RB	HOU	@JAX	175	41.00	4.50	18.25	0.08	3700	7.0	1.9
Jason Croom	TE	BUF	@IND	265	43.00	7.50	17.75	1.35	2500	4.0	1.6
Chris Moore	WR	BAL	NO	-145	49.50	-2.50	26.00	0.80	3000	3.1	1.0
Eric Tomlinson	TE	NYJ	MIN	165	46.00	3.50	21.25	0.15	2500	0.0	0.0
Mo Alie-Cox	TE	IND	BUF	-330	43.00	-7.50	25.25	1.11	2500	0.0	0.0
Carlos Hyde	RB	JAX	HOU	-210	41.00	-4.50	22.75	0.14	4700	13.0	2.8
James Develin	RB	NE	@CHI	-150	48.50	-2.50	25.50	0.10	3000	0.5	0.2
C.J. Ham	RB	MIN	@NYJ	-195	46.00	-3.50	24.75	0.08	3200	2.4	0.8
Benny Cunningham	RB	CHI	NE	130	48.50	2.50	23.00	0.26	3200	1.2	0.4
Cordarrelle Patterson	WR	NE	@CHI	-150	48.50	-2.50	25.50	0.12	3300	3.4	1.0
D.J. Chark	WR	JAX	HOU	-210	41.00	-4.50	22.75	0.13	3400	3.6	1.0
Josh Hill	TE	NO	@BAL	125	49.50	2.50	23.50	0.91	2600	1.9	0.8
Jacquizz Rodgers	RB	TB	CLE	-195	51.50	-3.50	27.50	1.33	3000	1.0	0.3
Malcolm Brown	RB	LAR	@SF	-450	52.00	-9.50	30.75	0.06	4300	2.6	0.6
Ian Thomas	TE	CAR	@PHI	185	44.50	4.50	20.00	0.48	2500	1.5	0.6
Tyler Ervin	RB	HOU	@JAX	175	41.00	4.50	18.25	0.06	3000	0.2	0.1
Terrelle Pryor	WR	NYJ	MIN	165	46.00	3.50	21.25	0.01	3800	8.8	2.3
David Morgan	TE	MIN	@NYJ	-195	46.00	-3.50	24.75	0.24	2500	1.5	0.6
Justin Watson	WR	TB	CLE	-195	51.50	-3.50	27.50	1.19	3000	0.0	0.0
Mike Boone	RB	MIN	@NYJ	-195	46.00	-3.50	24.75	0.06	3000	6.3	2.1
Darren Fells	TE	CLE	@TB	165	51.50	3.50	24.00	1.74	2500	2.6	1.1
Jordan Wilkins	RB	IND	BUF	-330	43.00	-7.50	25.25	0.46	3400	1.4	0.4
Aldrick Robinson	WR	MIN	@NYJ	-195	46.00	-3.50	24.75	0.05	3100	1.7	0.6
Rod Smith	RB	DAL	@WAS	100	41.50	1.00	20.25	0.05	4000	3.9	1.0
Logan Thomas	TE	BUF	@IND	265	43.00	7.50	17.75	0.96	2500	2.3	0.9
Garrett Celek	TE	SF	LAR	350	52.00	9.50	21.25	0.18	2500	2.2	0.9
Michael Floyd	WR	WAS	DAL	-120	41.50	-1.00	21.25	0.01	3200	0.0	0.0
Richie James	WR	SF	LAR	350	52.00	9.50	21.25	0.03	3000	0.0	0.0
Josh Adams	RB	PHI	CAR	-225	44.50	-4.50	24.50	0.13	3000	2.0	0.7
Seth DeValve	TE	CLE	@TB	165	51.50	3.50	24.00	1.53	2500	0.6	0.2
Shelton Gibson	WR	PHI	CAR	-225	44.50	-4.50	24.50	0.14	3000	0.7	0.2
Ray-Ray McCloud	WR	BUF	@IND	265	43.00	7.50	17.75	0.48	3000	0.5	0.2
Josh Bellamy	WR	CHI	NE	130	48.50	2.50	23.00	0.13	3000	1.9	0.6
Lamar Jackson	QB	BAL	NO	-145	49.50	-2.50	26.00	0.03	4500	1.9	0.4
DeAndre Carter	WR	PHI	CAR	-225	44.50	-4.50	24.50	0.13	3000	0.0	0.0
Kalen Ballage	RB	MIA	DET	135	46.50	3.00	21.75	0.06	3300	1.0	0.3
Sammie Coates	WR	HOU	@JAX	175	41.00	4.50	18.25	0.03	3000	0.0	0.0
Jordan Leggett	TE	NYJ	MIN	165	46.00	3.50	21.25	0.03	2500	1.4	0.6
John Kelly	RB	LAR	@SF	-450	52.00	-9.50	30.75	0.03	3900	0.0	0.0
TJ Jones	WR	DET	@MIA	-160	46.50	-3.00	24.75	0.03	3000	2.2	0.7
Alfred Morris	RB	SF	LAR	350	52.00	9.50	21.25	0.02	4600	4.8	1.0
Blake Jarwin	TE	DAL	@WAS	100	41.50	1.00	20.25	0.09	2500	1.0	0.4
Alex Armah	RB	CAR	@PHI	185	44.50	4.50	20.00	0.04	3000	0.0	0.0
Levine Toilolo	TE	DET	@MIA	-160	46.50	-3.00	24.75	0.10	2500	3.3	1.3
Marcus Murphy	RB	BUF	@IND	265	43.00	7.50	17.75	0.36	3000	0.2	0.1
Tommy Bohanon	RB	JAX	HOU	-210	41.00	-4.50	22.75	0.03	3000	3.7	1.2
Michael Roberts	TE	DET	@MIA	-160	46.50	-3.00	24.75	0.09	2500	1.4	0.6
Taysom Hill	QB	NO	@BAL	125	49.50	2.50	23.50	0.01	4000	1.0	0.3
Dion Sims	TE	CHI	NE	130	48.50	2.50	23.00	0.21	2500	2.3	0.9
Dave Williams	RB	JAX	HOU	-210	41.00	-4.50	22.75	0.03	3000	0.0	0.0
Tyler Conklin	TE	MIN	@NYJ	-195	46.00	-3.50	24.75	0.06	2500	0.8	0.3
Jacob Hollister	TE	NE	@CHI	-150	48.50	-2.50	25.50	0.09	2500	0.5	0.2
Kevin White	WR	CHI	NE	130	48.50	2.50	23.00	0.05	3000	0.5	0.2
Samaje Perine	RB	WAS	DAL	-120	41.50	-1.00	21.25	0.00	3000	0.0	0.0
Ryan Hewitt	TE	IND	BUF	-330	43.00	-7.50	25.25	0.40	2500	0.0	0.0
Brian Quick	WR	WAS	DAL	-120	41.50	-1.00	21.25	0.00	3000	0.0	0.0
Javon Wims	WR	CHI	NE	130	48.50	2.50	23.00	0.05	3000	0.0	0.0
Cooper Kupp	WR	LAR	@SF	-450	52.00	-9.50	30.75	0.00	6200	0.0	0.0
Nathan Peterman	QB	BUF	@IND	265	43.00	7.50	17.75	0.00	4200	0.1	0.0
Jaydon Mickens	WR	JAX	HOU	-210	41.00	-4.50	22.75	0.00	3000	0.0	0.0
Zach Line	RB	NO	@BAL	125	49.50	2.50	23.50	0.00	3000	0.6	0.2
Austin Seferian-Jenkins	TE	JAX	HOU	-210	41.00	-4.50	22.75	0.00	2700	0.0	0.0
Marcus Johnson	WR	IND	BUF	-330	43.00	-7.50	25.25	0.00	3000	0.0	0.0
Victor Bolden	WR	SF	LAR	350	52.00	9.50	21.25	0.00	3000	1.5	0.5
Patrick DiMarco	RB	BUF	@IND	265	43.00	7.50	17.75	0.00	3000	0.4	0.1
Patrick Ricard	RB	BAL	NO	-145	49.50	-2.50	26.00	0.00	3000	0.0	0.0
Rob Kelley	RB	WAS	DAL	-120	41.50	-1.00	21.25	0.00	3000	0.0	0.0
Jack Doyle	TE	IND	BUF	-330	43.00	-7.50	25.25	0.00	4600	0.0	0.0
Quincy Enunwa	WR	NYJ	MIN	165	46.00	3.50	21.25	0.00	4200	0.0	0.0
James O'Shaughnessy	TE	JAX	HOU	-210	41.00	-4.50	22.75	0.00	2600	0.0	0.0
Bruce Ellington	WR	HOU	@JAX	175	41.00	4.50	18.25	0.00	3000	0.0	0.0
Antony Auclair	TE	TB	CLE	-195	51.50	-3.50	27.50	0.00	2500	0.0	0.0
Nick Bellore	RB	DET	@MIA	-160	46.50	-3.00	24.75	0.00	3000	0.0	0.0
Robert Turbin	RB	IND	BUF	-330	43.00	-7.50	25.25	0.00	3500	0.0	0.0
Daniel Brown	TE	CHI	NE	130	48.50	2.50	23.00	0.00	2500	0.0	0.0
KhaDarel Hodge	WR	LAR	@SF	-450	52.00	-9.50	30.75	0.00	3000	0.0	0.0
Joshua Perkins	TE	PHI	CAR	-225	44.50	-4.50	24.50	0.00	2500	0.8	0.3
Rashard Higgins	WR	CLE	@TB	165	51.50	3.50	24.00	0.00	3900	0.0	0.0
Orson Charles	TE	CLE	@TB	165	51.50	3.50	24.00	0.00	2500	0.0	0.0
Brandon Zylstra	WR	MIN	@NYJ	-195	46.00	-3.50	24.75	0.00	3000	0.0	0.0
Dalvin Cook	RB	MIN	@NYJ	-195	46.00	-3.50	24.75	0.00	5700	0.0	0.0
Jamize Olawale	RB	DAL	@WAS	100	41.50	1.00	20.25	0.00	3000	0.0	0.0
Matthew Slater	WR	NE	@CHI	-150	48.50	-2.50	25.50	0.00	3000	0.0	0.0
Theo Riddick	RB	DET	@MIA	-160	46.50	-3.00	24.75	0.00	3800	0.0	0.0
Kyle Nelson	TE	SF	LAR	350	52.00	9.50	21.25	0.00	2500	0.0	0.0
Vyncint Smith	WR	HOU	@JAX	175	41.00	4.50	18.25	0.00	3000	0.0	0.0
Jay Ajayi	RB	PHI	CAR	-225	44.50	-4.50	24.50	0.00	3000	0.0	0.0
Buddy Howell	RB	HOU	@JAX	175	41.00	4.50	18.25	0.00	3000	0.0	0.0
Durham Smythe	TE	MIA	DET	135	46.50	3.00	21.75	0.00	2500	0.5	0.2
Terrance Williams	WR	DAL	@WAS	100	41.50	1.00	20.25	0.00	3000	0.0	0.0
Tyrod Taylor	QB	CLE	@TB	165	51.50	3.50	24.00	0.00	4500	0.1	0.0
Chris Manhertz	TE	CAR	@PHI	185	44.50	4.50	20.00	0.00	2500	0.0	0.0
Shaun Wilson	RB	TB	CLE	-195	51.50	-3.50	27.50	0.00	3000	0.0	0.0
Brian Hoyer	QB	NE	@CHI	-150	48.50	-2.50	25.50	0.00	4500	0.1	0.0
Kenneth Dixon	RB	BAL	NO	-145	49.50	-2.50	26.00	0.00	3000	0.0	0.0
Rex Burkhead	RB	NE	@CHI	-150	48.50	-2.50	25.50	0.00	3500	0.0	0.0
