PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
Marcus Mariota	QB	TEN	BAL	120	41.50	0.00	20.75	1.18	5400	13.5	2.5
Baker Mayfield	QB	CLE	LAC	0	0.00	0.00	0.00	2.06	5500	11.8	2.1
Robert Woods	WR	LAR	@DEN	-310	51.50	0.00	25.75	5.77	6900	10.0	1.5
T.J. Yeldon	RB	JAX	@DAL	-170	40.50	0.00	20.25	3.23	6400	17.3	2.7
Jarvis Landry	WR	CLE	LAC	0	0.00	0.00	0.00	8.19	6600	29.0	4.4
Case Keenum	QB	DEN	LAR	250	51.50	0.00	25.75	1.76	5500	10.8	2.0
David Johnson	RB	ARI	@MIN	380	43.00	10.00	16.50	8.12	5900	20.0	3.4
JuJu Smith-Schuster	WR	PIT	@CIN	105	51.00	1.50	24.75	11.00	7300	29.0	4.0
Ryan Tannehill	QB	MIA	CHI	165	41.50	0.00	20.75	0.84	4900	12.1	2.5
Tevin Coleman	RB	ATL	TB	-170	57.50	-3.00	30.25	27.72	5400	20.8	3.8
Brandin Cooks	WR	LAR	@DEN	-310	51.50	0.00	25.75	4.44	7000	24.9	3.6
Josh Allen	QB	BUF	@HOU	360	41.00	10.00	15.50	2.39	4700	14.4	3.1
Dak Prescott	QB	DAL	JAX	145	40.50	0.00	20.25	0.69	4700	14.1	3.0
Sam Darnold	QB	NYJ	IND	-125	45.50	-2.00	23.75	1.74	5300	11.1	2.1
Emmanuel Sanders	WR	DEN	LAR	250	51.50	0.00	25.75	5.67	6700	10.0	1.5
Chris Thompson	RB	WAS	CAR	-120	44.00	-1.00	22.50	4.02	6100	12.4	2.0
Cooper Kupp	WR	LAR	@DEN	-310	51.50	0.00	25.75	4.05	6500	24.7	3.8
Jordan Howard	RB	CHI	@MIA	-195	41.50	0.00	20.75	2.72	6500	19.5	3.0
Josh Rosen	QB	ARI	@MIN	380	43.00	10.00	16.50	2.08	4700	10.9	2.3
Phillip Lindsay	RB	DEN	LAR	250	51.50	0.00	25.75	7.99	4500	18.0	4.0
Demaryius Thomas	WR	DEN	LAR	250	51.50	0.00	25.75	5.00	5800	20.1	3.5
Carlos Hyde	RB	CLE	LAC	0	0.00	0.00	0.00	7.31	4900	20.7	4.2
Tyler Boyd	WR	CIN	PIT	-125	51.00	-1.50	26.25	6.30	6000	23.7	4.0
Eric Ebron	TE	IND	@NYJ	105	45.50	2.00	21.75	6.95	5400	24.7	4.6
Will Fuller	WR	HOU	BUF	-480	41.00	-10.00	25.50	6.38	6800	22.3	3.3
Javorius Allen	RB	BAL	@TEN	-140	41.50	0.00	20.75	2.66	4800	14.1	2.9
Corey Davis	WR	TEN	BAL	120	41.50	0.00	20.75	2.46	5800	25.0	4.3
Doug Baldwin	WR	SEA	@OAK	-145	48.50	0.00	24.25	5.57	5300	21.8	4.1
Marshawn Lynch	RB	OAK	SEA	125	48.50	0.00	24.25	5.16	5300	20.5	3.9
Tyler Lockett	WR	SEA	@OAK	-145	48.50	0.00	24.25	5.55	5100	10.0	2.0
Allen Robinson	WR	CHI	@MIA	-195	41.50	0.00	20.75	2.52	5700	22.7	4.0
Amari Cooper	WR	OAK	SEA	125	48.50	0.00	24.25	4.69	5200	21.1	4.1
Quincy Enunwa	WR	NYJ	IND	-125	45.50	-2.00	23.75	5.65	5600	24.1	4.3
Chris Carson	RB	SEA	@OAK	-145	48.50	0.00	24.25	7.64	4400	17.9	4.1
Isaiah Crowell	RB	NYJ	IND	-125	45.50	-2.00	23.75	7.65	5000	18.4	3.7
Jared Cook	TE	OAK	SEA	125	48.50	0.00	24.25	5.66	5000	22.5	4.5
DeSean Jackson	WR	TB	@ATL	145	57.50	3.00	27.25	8.70	5900	10.1	1.7
John Brown	WR	BAL	@TEN	-140	41.50	0.00	20.75	1.89	5500	22.2	4.0
Lamar Miller	RB	HOU	BUF	-480	41.00	-10.00	25.50	7.65	4700	18.0	3.8
Jordan Reed	TE	WAS	CAR	-120	44.00	-1.00	22.50	4.31	5200	22.6	4.3
Dalvin Cook	RB	MIN	ARI	-510	43.00	-10.00	26.50	4.86	5700	18.0	3.2
Calvin Ridley	WR	ATL	TB	-170	57.50	-3.00	30.25	9.53	6300	20.7	3.3
Robby Anderson	WR	NYJ	IND	-125	45.50	-2.00	23.75	5.57	4600	18.1	3.9
Jamison Crowder	WR	WAS	CAR	-120	44.00	-1.00	22.50	2.74	4600	10.0	2.2
Ryan Grant	WR	IND	@NYJ	105	45.50	2.00	21.75	5.00	4600	23.1	5.0
Chester Rogers	WR	IND	@NYJ	105	45.50	2.00	21.75	5.02	4500	21.1	4.7
Trey Burton	TE	CHI	@MIA	-195	41.50	0.00	20.75	3.70	4500	18.7	4.2
Michael Crabtree	WR	BAL	@TEN	-140	41.50	0.00	20.75	1.82	4700	23.6	5.0
Austin Ekeler	RB	LAC	@CLE	0	0.00	0.00	0.00	4.39	4200	14.8	3.5
Larry Fitzgerald	WR	ARI	@MIN	380	43.00	10.00	16.50	4.21	4500	20.8	4.6
Mohamed Sanu	WR	ATL	TB	-170	57.50	-3.00	30.25	10.57	4800	21.6	4.5
Keelan Cole	WR	JAX	@DAL	-170	40.50	0.00	20.25	1.57	4800	20.7	4.3
Alex Collins	RB	BAL	@TEN	-140	41.50	0.00	20.75	1.60	4600	17.0	3.7
Bilal Powell	RB	NYJ	IND	-125	45.50	-2.00	23.75	6.32	4500	17.3	3.8
Devin Funchess	WR	CAR	@WAS	100	44.00	1.00	21.50	3.52	4900	21.2	4.3
Cameron Brate	TE	TB	@ATL	145	57.50	3.00	27.25	7.83	3700	14.5	3.9
Adrian Peterson	RB	WAS	CAR	-120	44.00	-1.00	22.50	2.04	4800	17.9	3.7
Willie Snead	WR	BAL	@TEN	-140	41.50	0.00	20.75	2.06	4100	20.8	5.1
Jordy Nelson	WR	OAK	SEA	125	48.50	0.00	24.25	3.21	4900	19.4	4.0
Keke Coutee	WR	HOU	BUF	-480	41.00	-10.00	25.50	5.12	4600	20.2	4.4
Austin Hooper	TE	ATL	TB	-170	57.50	-3.00	30.25	8.83	3500	20.0	5.7
Chris Godwin	WR	TB	@ATL	145	57.50	3.00	27.25	8.13	4400	20.4	4.6
Kenny Stills	WR	MIA	CHI	165	41.50	0.00	20.75	1.31	4700	20.7	4.4
Dede Westbrook	WR	JAX	@DAL	-170	40.50	0.00	20.25	1.21	5000	22.2	4.4
Mike Williams	WR	LAC	@CLE	0	0.00	0.00	0.00	3.20	4300	18.2	4.2
Ito Smith	RB	ATL	TB	-170	57.50	-3.00	30.25	22.18	3100	14.2	4.6
Kyle Rudolph	TE	MIN	ARI	-510	43.00	-10.00	26.50	5.00	4400	17.3	3.9
David Njoku	TE	CLE	LAC	0	0.00	0.00	0.00	4.38	3800	19.2	5.0
Nyheim Hines	RB	IND	@NYJ	105	45.50	2.00	21.75	3.52	5100	13.7	2.7
Houston Texans	D	HOU	BUF	360	41.00	10.00	15.50	0.00	3500	8.3	2.4
Dion Lewis	RB	TEN	BAL	120	41.50	0.00	20.75	1.03	4700	16.0	3.4
C.J. Uzomah	TE	CIN	PIT	-125	51.00	-1.50	26.25	5.46	3000	17.8	5.9
Kenyan Drake	RB	MIA	CHI	165	41.50	0.00	20.75	0.75	4600	15.0	3.3
Tarik Cohen	RB	CHI	@MIA	-195	41.50	0.00	20.75	1.18	4600	13.9	3.0
LeSean McCoy	RB	BUF	@HOU	360	41.00	10.00	15.50	3.24	5500	18.9	3.4
Minnesota Vikings	D	MIN	ARI	380	43.00	10.00	16.50	0.00	3800	9.2	2.4
Paul Richardson	WR	WAS	CAR	-120	44.00	-1.00	22.50	1.93	4100	19.3	4.7
Christian Kirk	WR	ARI	@MIN	380	43.00	10.00	16.50	2.68	4200	21.5	5.1
Greg Olsen	TE	CAR	@WAS	100	44.00	1.00	21.50	3.70	4300	17.4	4.1
Martavis Bryant	WR	OAK	SEA	125	48.50	0.00	24.25	3.16	3500	15.3	4.4
Vance McDonald	TE	PIT	@CIN	105	51.00	1.50	24.75	5.02	3400	17.4	5.1
Jacksonville Jaguars	D	JAX	@DAL	145	40.50	0.00	20.25	0.00	3600	8.9	2.5
Jalen Richard	RB	OAK	SEA	125	48.50	0.00	24.25	3.33	3400	11.1	3.3
Maurice Harris	WR	WAS	CAR	-120	44.00	-1.00	22.50	2.60	3000	12.5	4.2
Latavius Murray	RB	MIN	ARI	-510	43.00	-10.00	26.50	2.85	4700	14.7	3.1
Donte Moncrief	WR	JAX	@DAL	-170	40.50	0.00	20.25	0.75	4400	20.9	4.8
Chicago Bears	D	CHI	@MIA	165	41.50	0.00	20.75	0.00	3300	9.6	2.9
Antonio Callaway	WR	CLE	LAC	0	0.00	0.00	0.00	2.36	4000	19.7	4.9
John Ross	WR	CIN	PIT	-125	51.00	-1.50	26.25	3.73	3400	15.4	4.5
O.J. Howard	TE	TB	@ATL	145	57.50	3.00	27.25	5.28	3500	17.8	5.1
Taylor Gabriel	WR	CHI	@MIA	-195	41.50	0.00	20.75	0.90	4300	10.0	2.3
D.J. Moore	WR	CAR	@WAS	100	44.00	1.00	21.50	2.00	4000	10.0	2.5
Royce Freeman	RB	DEN	LAR	250	51.50	0.00	25.75	1.98	3900	17.5	4.5
Duke Johnson	RB	CLE	LAC	0	0.00	0.00	0.00	2.37	3700	11.6	3.1
Ryan Griffin	TE	HOU	BUF	-480	41.00	-10.00	25.50	4.35	2500	14.1	5.6
Nick Vannett	TE	SEA	@OAK	-145	48.50	0.00	24.25	3.24	2900	17.1	5.9
Los Angeles Rams	D	LAR	@DEN	250	51.50	0.00	25.75	0.00	3100	9.1	2.9
Jeff Heuerman	TE	DEN	LAR	250	51.50	0.00	25.75	3.04	2600	16.7	6.4
Albert Wilson	WR	MIA	CHI	165	41.50	0.00	20.75	0.54	3800	19.3	5.1
Baltimore Ravens	D	BAL	@TEN	120	41.50	0.00	20.75	0.00	2800	9.1	3.3
Tennessee Titans	D	TEN	BAL	-140	41.50	0.00	20.75	0.00	2500	6.3	2.5
Ricky Seals-Jones	TE	ARI	@MIN	380	43.00	10.00	16.50	2.86	2700	19.2	7.1
Geoff Swaim	TE	DAL	JAX	145	40.50	0.00	20.25	1.39	2900	16.7	5.8
Cole Beasley	WR	DAL	JAX	145	40.50	0.00	20.25	0.54	3200	18.6	5.8
Washington Redskins	D	WAS	CAR	100	44.00	1.00	21.50	0.00	2400	6.1	2.5
Niles Paul	TE	JAX	@DAL	-170	40.50	0.00	20.25	1.57	2600	14.2	5.5
Los Angeles Chargers	D	LAC	@CLE	0	0.00	0.00	0.00	0.00	2700	0.0	0.0
David Moore	WR	SEA	@OAK	-145	48.50	0.00	24.25	1.57	3600	17.7	4.9
Mike Davis	RB	SEA	@OAK	-145	48.50	0.00	24.25	1.64	4100	15.5	3.8
Derrick Henry	RB	TEN	BAL	120	41.50	0.00	20.75	0.41	4000	16.4	4.1
Zach Pascal	WR	IND	@NYJ	105	45.50	2.00	21.75	1.80	3400	14.9	4.4
Seattle Seahawks	D	SEA	@OAK	125	48.50	0.00	24.25	0.00	2600	6.5	2.5
New York Jets	D	NYJ	IND	105	45.50	2.00	21.75	0.00	2900	5.8	2.0
Peyton Barber	RB	TB	@ATL	145	57.50	3.00	27.25	4.45	3500	17.8	5.1
DeVante Parker	WR	MIA	CHI	165	41.50	0.00	20.75	0.41	3300	13.5	4.1
Dallas Cowboys	D	DAL	JAX	-170	40.50	0.00	20.25	0.00	2300	9.3	4.0
Tavon Austin	WR	DAL	JAX	145	40.50	0.00	20.25	0.34	3000	10.0	3.3
Indianapolis Colts	D	IND	@NYJ	-125	45.50	-2.00	23.75	0.00	2500	5.6	2.2
Oakland Raiders	D	OAK	SEA	-145	48.50	0.00	24.25	0.00	2100	4.8	2.3
Tyrell Williams	WR	LAC	@CLE	0	0.00	0.00	0.00	0.96	3700	17.9	4.8
Carolina Panthers	D	CAR	@WAS	-120	44.00	-1.00	22.50	0.00	2600	8.6	3.3
Cincinnati Bengals	D	CIN	PIT	105	51.00	1.50	24.75	0.00	2400	6.1	2.6
Taywan Taylor	WR	TEN	BAL	120	41.50	0.00	20.75	0.36	3900	10.0	2.6
Buffalo Bills	D	BUF	@HOU	-480	41.00	-10.00	25.50	0.00	2200	5.9	2.7
Miami Dolphins	D	MIA	CHI	-195	41.50	0.00	20.75	0.00	2600	8.4	3.2
Marlon Mack	RB	IND	@NYJ	105	45.50	2.00	21.75	1.51	3800	16.7	4.4
Cleveland Browns	D	CLE	LAC	0	0.00	0.00	0.00	0.00	2600	5.4	2.1
Pittsburgh Steelers	D	PIT	@CIN	-125	51.00	-1.50	26.25	0.00	2300	6.2	2.7
Zay Jones	WR	BUF	@HOU	360	41.00	10.00	15.50	1.55	3500	16.8	4.8
Atlanta Falcons	D	ATL	TB	145	57.50	3.00	27.25	0.00	2100	9.0	4.3
Ronald Jones II	RB	TB	@ATL	145	57.50	3.00	27.25	3.40	3900	10.3	2.7
Alfred Blue	RB	HOU	BUF	-480	41.00	-10.00	25.50	1.66	4400	14.3	3.3
Danny Amendola	WR	MIA	CHI	165	41.50	0.00	20.75	0.23	3700	18.4	5.0
Adam Humphries	WR	TB	@ATL	145	57.50	3.00	27.25	2.86	3200	18.0	5.6
Laquon Treadwell	WR	MIN	ARI	-510	43.00	-10.00	26.50	1.32	3500	16.1	4.6
Erik Swoope	TE	IND	@NYJ	105	45.50	2.00	21.75	2.21	2500	10.7	4.3
Frank Gore	RB	MIA	CHI	165	41.50	0.00	20.75	0.16	3700	14.3	3.8
Arizona Cardinals	D	ARI	@MIN	-510	43.00	-10.00	26.50	0.00	2000	6.5	3.2
Kelvin Benjamin	WR	BUF	@HOU	360	41.00	10.00	15.50	1.19	3400	19.1	5.6
Ian Thomas	TE	CAR	@WAS	100	44.00	1.00	21.50	1.71	2800	11.5	4.1
Josh Doctson	WR	WAS	CAR	-120	44.00	-1.00	22.50	0.41	3700	17.3	4.7
Hayden Hurst	TE	BAL	@TEN	-140	41.50	0.00	20.75	0.90	2700	12.0	4.4
Curtis Samuel	WR	CAR	@WAS	100	44.00	1.00	21.50	0.71	3800	10.0	2.6
Chad Williams	WR	ARI	@MIN	380	43.00	10.00	16.50	0.86	3000	10.0	3.3
Chris Ivory	RB	BUF	@HOU	360	41.00	10.00	15.50	1.17	3800	13.8	3.6
James O'Shaughnessy	TE	JAX	@DAL	-170	40.50	0.00	20.25	0.68	2600	13.3	5.1
Courtland Sutton	WR	DEN	LAR	250	51.50	0.00	25.75	0.53	3500	18.3	5.2
Denver Broncos	D	DEN	LAR	-310	51.50	0.00	25.75	0.00	2000	5.4	2.7
Charles Clay	TE	BUF	@HOU	360	41.00	10.00	15.50	1.80	2700	16.3	6.0
Michael Gallup	WR	DAL	JAX	145	40.50	0.00	20.25	0.12	3000	14.8	4.9
Tajae Sharpe	WR	TEN	BAL	120	41.50	0.00	20.75	0.16	3200	14.9	4.7
Tampa Bay Buccaneers	D	TB	@ATL	-170	57.50	-3.00	30.25	0.00	2000	4.8	2.4
Mark Andrews	TE	BAL	@TEN	-140	41.50	0.00	20.75	0.59	2600	14.5	5.6
Mike Gesicki	TE	MIA	CHI	165	41.50	0.00	20.75	0.51	2700	13.6	5.0
Jaron Brown	WR	SEA	@OAK	-145	48.50	0.00	24.25	0.52	3500	13.6	3.9
Antonio Gates	TE	LAC	@CLE	0	0.00	0.00	0.00	1.03	2800	16.3	5.8
Tyler Higbee	TE	LAR	@DEN	-310	51.50	0.00	25.75	0.78	2900	11.8	4.1
Chris Herndon	TE	NYJ	IND	-125	45.50	-2.00	23.75	1.44	2500	13.2	5.3
Jordan Thomas	TE	HOU	BUF	-480	41.00	-10.00	25.50	1.51	2500	12.7	5.1
Alex Erickson	WR	CIN	PIT	-125	51.00	-1.50	26.25	0.51	3000	13.6	4.5
Jarius Wright	WR	CAR	@WAS	100	44.00	1.00	21.50	0.37	3500	16.0	4.6
Nick Boyle	TE	BAL	@TEN	-140	41.50	0.00	20.75	0.45	2500	16.3	6.5
Devontae Booker	RB	DEN	LAR	250	51.50	0.00	25.75	0.34	3800	11.1	2.9
Torrey Smith	WR	CAR	@WAS	100	44.00	1.00	21.50	0.37	3300	15.3	4.6
Allen Hurns	WR	DAL	JAX	145	40.50	0.00	20.25	0.06	3000	15.6	5.2
Kapri Bibbs	RB	WAS	CAR	-120	44.00	-1.00	22.50	0.16	3000	0.0	0.0
Matt LaCosse	TE	DEN	LAR	250	51.50	0.00	25.75	0.83	2500	10.8	4.3
Jesse James	TE	PIT	@CIN	105	51.00	1.50	24.75	1.49	2900	0.0	0.0
Josh Reynolds	WR	LAR	@DEN	-310	51.50	0.00	25.75	0.14	3900	10.6	2.7
James Washington	WR	PIT	@CIN	105	51.00	1.50	24.75	0.74	3400	14.2	4.2
Eric Tomlinson	TE	NYJ	IND	-125	45.50	-2.00	23.75	1.09	2500	12.2	4.9
Nick Chubb	RB	CLE	LAC	0	0.00	0.00	0.00	0.36	3700	11.4	3.1
DaeSean Hamilton	WR	DEN	LAR	250	51.50	0.00	25.75	0.25	3000	10.0	3.3
Rod Smith	RB	DAL	JAX	145	40.50	0.00	20.25	0.02	4000	11.2	2.8
Gerald Everett	TE	LAR	@DEN	-310	51.50	0.00	25.75	0.53	2900	11.9	4.1
Vernon Davis	TE	WAS	CAR	-120	44.00	-1.00	22.50	0.53	3000	13.4	4.5
Brandon Marshall	WR	SEA	@OAK	-145	48.50	0.00	24.25	0.30	3700	14.3	3.9
Maxx Williams	TE	BAL	@TEN	-140	41.50	0.00	20.75	0.32	2500	15.1	6.0
Jacquizz Rodgers	RB	TB	@ATL	145	57.50	3.00	27.25	1.39	3200	12.4	3.9
Terrelle Pryor	WR	NYJ	IND	-125	45.50	-2.00	23.75	0.40	3400	17.0	5.0
Marcus Johnson	WR	IND	@NYJ	105	45.50	2.00	21.75	0.34	3000	11.0	3.7
Deonte Thompson	WR	DAL	JAX	145	40.50	0.00	20.25	0.03	3000	14.8	4.9
Virgil Green	TE	LAC	@CLE	0	0.00	0.00	0.00	0.63	2600	14.9	5.7
Seth Roberts	WR	OAK	SEA	125	48.50	0.00	24.25	0.21	3300	13.2	4.0
Mark Walton	RB	CIN	PIT	-125	51.00	-1.50	26.25	0.43	3500	11.1	3.2
Andre Holmes	WR	BUF	@HOU	360	41.00	10.00	15.50	0.38	3100	15.9	5.1
Marvin Hall	WR	ATL	TB	-170	57.50	-3.00	30.25	1.41	3000	10.7	3.6
Jason Croom	TE	BUF	@HOU	360	41.00	10.00	15.50	0.84	2500	14.1	5.6
Jermaine Kearse	WR	NYJ	IND	-125	45.50	-2.00	23.75	0.30	3500	15.9	4.5
C.J. Anderson	RB	CAR	@WAS	100	44.00	1.00	21.50	0.25	3600	12.2	3.4
Jordan Wilkins	RB	IND	@NYJ	105	45.50	2.00	21.75	0.33	3600	13.4	3.7
Chris Moore	WR	BAL	@TEN	-140	41.50	0.00	20.75	0.03	3000	11.6	3.9
Ryan Switzer	WR	PIT	@CIN	105	51.00	1.50	24.75	0.48	3100	14.4	4.7
Jermaine Gresham	TE	ARI	@MIN	380	43.00	10.00	16.50	0.54	2700	0.0	0.0
Jakeem Grant	WR	MIA	CHI	165	41.50	0.00	20.75	0.01	3600	18.8	5.2
D.J. Chark	WR	JAX	@DAL	-170	40.50	0.00	20.25	0.01	3500	0.0	0.0
Jonnu Smith	TE	TEN	BAL	120	41.50	0.00	20.75	0.16	2600	13.1	5.1
Aldrick Robinson	WR	MIN	ARI	-510	43.00	-10.00	26.50	0.24	3300	12.0	3.6
Doug Martin	RB	OAK	SEA	125	48.50	0.00	24.25	0.15	3500	13.0	3.7
Jordan Akins	TE	HOU	BUF	-480	41.00	-10.00	25.50	0.75	2500	13.2	5.3
David Morgan	TE	MIN	ARI	-510	43.00	-10.00	26.50	0.66	2500	11.2	4.5
Justin Watson	WR	TB	@ATL	145	57.50	3.00	27.25	0.62	3000	10.0	3.3
Michael Floyd	WR	WAS	CAR	-120	44.00	-1.00	22.50	0.04	3200	10.0	3.1
Darren Fells	TE	CLE	LAC	0	0.00	0.00	0.00	0.43	2500	12.2	4.9
Robert Foster	WR	BUF	@HOU	360	41.00	10.00	15.50	0.20	3000	13.4	4.5
Neal Sterling	TE	NYJ	IND	-125	45.50	-2.00	23.75	0.57	2500	11.3	4.5
Seth DeValve	TE	CLE	LAC	0	0.00	0.00	0.00	0.42	2500	10.0	4.0
Logan Thomas	TE	BUF	@HOU	360	41.00	10.00	15.50	0.58	2500	11.2	4.5
C.J. Ham	RB	MIN	ARI	-510	43.00	-10.00	26.50	0.23	3300	10.0	3.0
Lamar Jackson	QB	BAL	@TEN	-140	41.50	0.00	20.75	0.00	4500	10.8	2.4
Derek Carrier	TE	OAK	SEA	125	48.50	0.00	24.25	0.35	2500	11.7	4.7
Rico Gathers	TE	DAL	JAX	145	40.50	0.00	20.25	0.06	2500	10.9	4.4
Luke Stocker	TE	TEN	BAL	120	41.50	0.00	20.75	0.10	2500	13.0	5.2
Sammie Coates	WR	HOU	BUF	-480	41.00	-10.00	25.50	0.20	3000	10.0	3.3
Darius Jennings	WR	TEN	BAL	120	41.50	0.00	20.75	0.01	3000	11.3	3.8
Chase Edmonds	RB	ARI	@MIN	380	43.00	10.00	16.50	0.08	4300	12.2	2.8
Josh Bellamy	WR	CHI	@MIA	-195	41.50	0.00	20.75	0.01	3000	11.3	3.8
J.J. Nelson	WR	ARI	@MIN	380	43.00	10.00	16.50	0.08	3000	10.0	3.3
Ray-Ray McCloud	WR	BUF	@HOU	360	41.00	10.00	15.50	0.15	3000	10.0	3.3
Jordan Leggett	TE	NYJ	IND	-125	45.50	-2.00	23.75	0.47	2600	12.2	4.7
Stevan Ridley	RB	PIT	@CIN	105	51.00	1.50	24.75	0.43	4000	10.9	2.7
Marcus Murphy	RB	BUF	@HOU	360	41.00	10.00	15.50	0.19	3300	10.0	3.0
A.J. Derby	TE	MIA	CHI	165	41.50	0.00	20.75	0.04	2500	0.0	0.0
Rod Streater	WR	CLE	LAC	0	0.00	0.00	0.00	0.06	3000	14.0	4.7
Malcolm Brown	RB	LAR	@DEN	-310	51.50	0.00	25.75	0.02	4300	12.1	2.8
Blake Jarwin	TE	DAL	JAX	145	40.50	0.00	20.25	0.02	2500	10.7	4.3
Damion Ratley	WR	CLE	LAC	0	0.00	0.00	0.00	0.05	3000	10.0	3.3
Alex Armah	RB	CAR	@WAS	100	44.00	1.00	21.50	0.08	3000	10.0	3.3
Robert Turbin	RB	IND	@NYJ	105	45.50	2.00	21.75	0.12	3500	10.0	2.9
Mike Boone	RB	MIN	ARI	-510	43.00	-10.00	26.50	0.12	3000	10.0	3.3
Tim Patrick	WR	DEN	LAR	250	51.50	0.00	25.75	0.03	3000	13.3	4.4
Benny Cunningham	RB	CHI	@MIA	-195	41.50	0.00	20.75	0.01	3400	10.0	2.9
Jeremy Sprinkle	TE	WAS	CAR	-120	44.00	-1.00	22.50	0.09	2500	10.0	4.0
Dion Sims	TE	CHI	@MIA	-195	41.50	0.00	20.75	0.04	2500	11.5	4.6
Kalen Ballage	RB	MIA	CHI	165	41.50	0.00	20.75	0.00	3300	10.0	3.0
Logan Paulsen	TE	ATL	TB	-170	57.50	-3.00	30.25	0.90	2500	10.7	4.3
Tyler Conklin	TE	MIN	ARI	-510	43.00	-10.00	26.50	0.28	2500	10.0	4.0
Tyler Ervin	RB	HOU	BUF	-480	41.00	-10.00	25.50	0.15	3000	10.0	3.3
Brian Quick	WR	WAS	CAR	-120	44.00	-1.00	22.50	0.01	3000	10.0	3.3
Ryan Hewitt	TE	IND	@NYJ	105	45.50	2.00	21.75	0.22	2500	10.0	4.0
Javon Wims	WR	CHI	@MIA	-195	41.50	0.00	20.75	0.00	3000	10.0	3.3
Eric Saubert	TE	ATL	TB	-170	57.50	-3.00	30.25	0.86	2500	10.0	4.0
Ricky Ortiz	RB	ATL	TB	-170	57.50	-3.00	30.25	0.00	3000	10.0	3.3
Michael Burton	RB	CHI	@MIA	-195	41.50	0.00	20.75	0.00	3000	10.0	3.3
Kevin White	WR	CHI	@MIA	-195	41.50	0.00	20.75	0.00	3000	10.0	3.3
Cameron Artis-Payne	RB	CAR	@WAS	100	44.00	1.00	21.50	0.00	3000	10.0	3.3
Damiere Byrd	WR	CAR	@WAS	100	44.00	1.00	21.50	0.00	3000	0.0	0.0
Chris Manhertz	TE	CAR	@WAS	100	44.00	1.00	21.50	0.00	2500	10.0	4.0
Taiwan Jones	RB	BUF	@HOU	360	41.00	10.00	15.50	0.00	3000	10.0	3.3
Jordan Lasley	WR	BAL	@TEN	-140	41.50	0.00	20.75	0.00	3000	10.0	3.3
