PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
Doug Martin	RB	OAK	CLE	-135	44.50	-2.50	23.50	1.18	3700	5.0	1.3
Chad Williams	WR	ARI	SEA	165	40.00	0.00	20.00	0.34	3000	4.7	1.6
Travis Benjamin	WR	LAC	SF	-480	46.00	-10.00	28.00	4.75	3500	4.4	1.3
Dante Pettis	WR	SF	@LAC	360	46.00	10.00	18.00	3.62	3800	4.4	1.2
Austin Carr	WR	NO	@NYG	-170	52.00	0.00	26.00	2.86	3000	4.0	1.3
Antonio Gates	TE	LAC	SF	-480	46.00	-10.00	28.00	6.35	2700	3.9	1.5
Seth Roberts	WR	OAK	CLE	-135	44.50	-2.50	23.50	0.83	3200	3.7	1.2
Duke Johnson	RB	CLE	@OAK	115	44.50	2.50	21.00	1.49	3900	3.7	0.9
San Francisco 49ers	D	SF	@LAC	-480	46.00	-10.00	28.00	0.00	2100	3.6	1.7
Kyle Juszczyk	RB	SF	@LAC	360	46.00	10.00	18.00	2.47	3100	2.8	0.9
Virgil Green	TE	LAC	SF	-480	46.00	-10.00	28.00	3.76	2500	2.7	1.1
Rashaad Penny	RB	SEA	@ARI	-195	40.00	0.00	20.00	0.02	3900	2.6	0.6
Wayne Gallman	RB	NYG	NO	145	52.00	0.00	26.00	0.95	3900	2.4	0.6
J.J. Nelson	WR	ARI	SEA	165	40.00	0.00	20.00	0.04	3000	2.4	0.8
Chase Edmonds	RB	ARI	SEA	165	40.00	0.00	20.00	0.02	4300	2.2	0.5
Tre'Quan Smith	WR	NO	@NYG	-170	52.00	0.00	26.00	1.15	3400	2.1	0.6
Josh Hill	TE	NO	@NYG	-170	52.00	0.00	26.00	1.76	2500	2.0	0.8
Jermaine Gresham	TE	ARI	SEA	165	40.00	0.00	20.00	0.10	2500	2.0	0.8
Nick Vannett	TE	SEA	@ARI	-195	40.00	0.00	20.00	0.07	2500	2.0	0.8
Garrett Celek	TE	SF	@LAC	360	46.00	10.00	18.00	2.01	2500	1.9	0.7
Stacy Coley	WR	NYG	NO	145	52.00	0.00	26.00	0.55	3000	1.7	0.6
Nick Chubb	RB	CLE	@OAK	115	44.50	2.50	21.00	0.58	3500	1.6	0.5
Rod Streater	WR	CLE	@OAK	115	44.50	2.50	21.00	0.38	3000	1.4	0.5
Darren Fells	TE	CLE	@OAK	115	44.50	2.50	21.00	0.64	2500	1.3	0.5
Richie James	WR	SF	@LAC	360	46.00	10.00	18.00	1.05	3000	1.3	0.4
Derek Carrier	TE	OAK	CLE	-135	44.50	-2.50	23.50	0.33	2500	1.3	0.5
Mike Gillislee	RB	NO	@NYG	-170	52.00	0.00	26.00	1.13	3000	1.3	0.4
Brandon LaFell	WR	OAK	CLE	-135	44.50	-2.50	23.50	0.07	3000	0.5	0.2
Damion Ratley	WR	CLE	@OAK	115	44.50	2.50	21.00	0.15	3000	0.2	0.1
Mike Davis	RB	SEA	@ARI	-195	40.00	0.00	20.00	0.00	3000	0.2	0.1
Raheem Mostert	RB	SF	@LAC	360	46.00	10.00	18.00	0.64	3000	0.1	0.0
Elijhaa Penny	RB	NYG	NO	145	52.00	0.00	26.00	0.00	3000	0.0	0.0
Sean Culkin	TE	LAC	SF	-480	46.00	-10.00	28.00	0.00	2500	0.0	0.0
David Moore	WR	SEA	@ARI	-195	40.00	0.00	20.00	0.00	3000	0.0	0.0
Kaelin Clay	WR	NYG	NO	145	52.00	0.00	26.00	0.00	3000	0.0	0.0
Orson Charles	TE	CLE	@OAK	115	44.50	2.50	21.00	0.00	2500	0.0	0.0
Evan Engram	TE	NYG	NO	145	52.00	0.00	26.00	0.00	4100	0.0	0.0
Keith Smith	RB	OAK	CLE	-135	44.50	-2.50	23.50	0.00	3000	0.0	0.0
Seth DeValve	TE	CLE	@OAK	115	44.50	2.50	21.00	0.00	2500	0.0	0.0
Sam Bradford	QB	ARI	SEA	165	40.00	0.00	20.00	0.00	4700	0.0	0.0
Scott Simonson	TE	NYG	NO	145	52.00	0.00	26.00	0.00	2500	0.0	0.0
Cole Wick	TE	SF	@LAC	360	46.00	10.00	18.00	0.00	2500	0.0	0.0
Derrick Coleman	RB	ARI	SEA	165	40.00	0.00	20.00	0.00	3000	0.0	0.0
Cody Latimer	WR	NYG	NO	145	52.00	0.00	26.00	0.00	3300	0.0	0.0
Kyle Nelson	TE	SF	@LAC	360	46.00	10.00	18.00	0.00	2500	0.0	0.0
Keenan Reynolds	WR	SEA	@ARI	-195	40.00	0.00	20.00	0.00	3000	0.0	0.0
Taysom Hill	QB	NO	@NYG	-170	52.00	0.00	26.00	0.00	4000	0.0	0.0
Geno Smith	QB	LAC	SF	-480	46.00	-10.00	28.00	0.00	4300	0.0	0.0
Zach Line	RB	NO	@NYG	-170	52.00	0.00	26.00	0.00	3000	0.0	0.0
C.J. Prosise	RB	SEA	@ARI	-195	40.00	0.00	20.00	0.00	3000	0.0	0.0
Tyrod Taylor	QB	CLE	@OAK	115	44.50	2.50	21.00	0.00	4900	0.0	0.0
Gabe Holmes	TE	ARI	SEA	165	40.00	0.00	20.00	0.00	2500	0.0	0.0
Tre Madden	RB	SEA	@ARI	-195	40.00	0.00	20.00	0.00	3000	0.0	0.0
Jimmy Garoppolo	QB	SF	@LAC	360	46.00	10.00	18.00	0.00	5600	0.0	0.0
Dwayne Harris	WR	OAK	CLE	-135	44.50	-2.50	23.50	0.00	3000	0.0	0.0
Geremy Davis	WR	LAC	SF	-480	46.00	-10.00	28.00	0.00	3000	0.0	0.0
J.J. Jones	WR	LAC	SF	-480	46.00	-10.00	28.00	0.00	3000	0.0	0.0
Kendrick Bourne	WR	SF	@LAC	360	46.00	10.00	18.00	0.00	3000	0.0	0.0
T.J. Logan	RB	ARI	SEA	165	40.00	0.00	20.00	0.00	3500	0.0	0.0
Derrick Willies	WR	CLE	@OAK	115	44.50	2.50	21.00	0.00	3000	0.0	0.0
Trent Sherfield	WR	ARI	SEA	165	40.00	0.00	20.00	0.00	3000	0.0	0.0
Tyler Ott	TE	SEA	@ARI	-195	40.00	0.00	20.00	0.00	2500	0.0	0.0
Jonathan Stewart	RB	NYG	NO	145	52.00	0.00	26.00	0.00	3700	0.0	0.0
Derek Watt	RB	LAC	SF	-480	46.00	-10.00	28.00	0.00	3000	0.0	0.0
Lee Smith	TE	OAK	CLE	-135	44.50	-2.50	23.50	0.00	2500	0.0	0.0
Artavis Scott	WR	LAC	SF	-480	46.00	-10.00	28.00	0.00	3000	0.0	0.0
Justin Jackson	RB	LAC	SF	-480	46.00	-10.00	28.00	0.00	3000	0.0	0.0
Alex Tanney	QB	NYG	NO	145	52.00	0.00	26.00	0.00	4000	0.0	0.0
Garrett Dickerson	TE	NYG	NO	145	52.00	0.00	26.00	0.00	2500	0.0	0.0
Ed Dickson	TE	SEA	@ARI	-195	40.00	0.00	20.00	0.00	2800	0.0	0.0
Hunter Henry	TE	LAC	SF	-480	46.00	-10.00	28.00	0.00	2500	0.0	0.0
DeAndre Washington	RB	OAK	CLE	-135	44.50	-2.50	23.50	0.00	3000	0.0	0.0
Victor Bolden	WR	SF	@LAC	360	46.00	10.00	18.00	0.00	3000	0.0	0.0
Mike Glennon	QB	ARI	SEA	165	40.00	0.00	20.00	0.00	4100	0.0	0.0
Drew Stanton	QB	CLE	@OAK	115	44.50	2.50	21.00	0.00	4000	0.0	0.0
AJ McCarron	QB	OAK	CLE	-135	44.50	-2.50	23.50	0.00	4300	0.0	0.0
Dan Arnold	TE	NO	@NYG	-170	52.00	0.00	26.00	0.00	2500	0.0	0.0
Mark Ingram	RB	NO	@NYG	-170	52.00	0.00	26.00	0.00	5800	0.0	0.0
Teddy Bridgewater	QB	NO	@NYG	-170	52.00	0.00	26.00	0.00	4500	0.0	0.0
Brett Hundley	QB	SEA	@ARI	-195	40.00	0.00	20.00	0.00	4300	0.0	0.0
J.D. McKissic	RB	SEA	@ARI	-195	40.00	0.00	20.00	0.00	3200	0.0	0.0
Kyle Lauletta	QB	NYG	NO	145	52.00	0.00	26.00	0.00	4000	0.0	0.0
